Date,Open,High,Low,Close,Adj Close,Volume
06-01-2022,133,133.149994,129.600006,130,130,23780419
07-01-2022,130,131.449997,129,129.25,129.25,22846951
10-01-2022,130.5,130.899994,129.399994,130.199997,130.199997,11389370
11-01-2022,131,132.5,130,131.300003,131.300003,15396652
12-01-2022,132.100006,132.899994,131.600006,132.25,132.25,8004430
13-01-2022,132.5,133.449997,132.350006,133.100006,133.100006,6535224
14-01-2022,133.100006,134.449997,132.050003,133.600006,133.600006,9443928
17-01-2022,133.600006,134.5,133,134,134,7515979
18-01-2022,134.5,134.600006,132.800003,133.050003,133.050003,9428096
19-01-2022,131.699997,132.399994,128.25,129.199997,129.199997,27812341
20-01-2022,127.949997,130.699997,125,125.199997,125.199997,23290545
21-01-2022,125.150002,125.150002,112.550003,113.650002,113.650002,59805922
24-01-2022,114,114.199997,90.949997,91.349998,91.349998,167044739
25-01-2022,90.949997,100.449997,84.150002,100.449997,100.449997,138336211
27-01-2022,98,98,90.449997,90.5,90.5,106488772
28-01-2022,93.599998,96.449997,88.800003,89.550003,89.550003,61452438
31-01-2022,91.349998,92.5,89.650002,90.400002,90.400002,20203799
01-02-2022,91.75,95.800003,91.050003,94.550003,94.550003,32606751
02-02-2022,95.75,99.75,94.800003,98.900002,98.900002,18674088
03-02-2022,98.5,98.5,96.099998,97.099998,97.099998,9769090
04-02-2022,97.199997,97.849998,93.599998,94.199997,94.199997,15354384
07-02-2022,95.099998,95.5,93.349998,93.550003,93.550003,10900141
08-02-2022,94.349998,94.650002,91.25,93.550003,93.550003,9026735
09-02-2022,94.5,95.449997,93.599998,94.199997,94.199997,7876462
10-02-2022,94.900002,95.400002,93,94.449997,94.449997,13257124
11-02-2022,92.75,92.75,86.5,88.699997,88.699997,39976783
14-02-2022,87,87,80.550003,82.449997,82.449997,35049550
15-02-2022,83.5,84.650002,75.75,82.699997,82.699997,106216252
16-02-2022,85,87,84.25,84.949997,84.949997,33106605
17-02-2022,86.5,90.099998,85.900002,89.150002,89.150002,29566401
18-02-2022,88.099998,88.400002,85.199997,85.900002,85.900002,15037123
21-02-2022,84.199997,84.800003,80.650002,81.550003,81.550003,18853339
22-02-2022,78,80.550003,77,79.699997,79.699997,28814770
23-02-2022,82,85.150002,81.199997,84.150002,84.150002,19847603
24-02-2022,78.650002,81.5,78.099998,78.5,78.5,22035319
25-02-2022,82,83.400002,78.150002,78.800003,78.800003,22876044
28-02-2022,79,80.949997,76.550003,79.949997,79.949997,41975659
02-03-2022,80,82,79,79.849998,79.849998,20353225
03-03-2022,81.5,83.199997,81.199997,82.199997,82.199997,16067224
04-03-2022,80.5,82.900002,79.5,80.199997,80.199997,15145236
07-03-2022,79,79.650002,78,79,79,9764606
08-03-2022,79.25,80.599998,77.599998,78.150002,78.150002,12381953
09-03-2022,79.449997,80.650002,78.900002,80.349998,80.349998,11887757
10-03-2022,82.550003,83.949997,81.699997,82.199997,82.199997,13476206
11-03-2022,82.400002,82.400002,79.5,79.900002,79.900002,18964704
14-03-2022,80.699997,80.699997,79,79.300003,79.300003,7261365
15-03-2022,79.300003,79.599998,76,76.550003,76.550003,18900800
16-03-2022,80,80,75.5,75.949997,75.949997,42383305
17-03-2022,77.199997,82,76.800003,80.849998,80.849998,34440238
21-03-2022,82,83.300003,79.25,80.400002,80.400002,28669864
22-03-2022,80.949997,81.900002,79.300003,81.150002,81.150002,23798591
23-03-2022,82,82,80.199997,80.75,80.75,12522850
24-03-2022,80.699997,82.349998,80.050003,80.349998,80.349998,12996477
25-03-2022,81,81.849998,80.25,80.599998,80.599998,13585986
28-03-2022,80.599998,81,79.150002,79.650002,79.650002,10034667
29-03-2022,80.050003,80.5,78.050003,78.199997,78.199997,13466521
30-03-2022,79,86,78.5,85.050003,85.050003,41305975
31-03-2022,88.699997,88.699997,81.75,82.300003,82.300003,34672910
01-04-2022,82.099998,85.599998,82.050003,84.300003,84.300003,15586812
04-04-2022,84.400002,87.699997,84.400002,86.25,86.25,18040882
05-04-2022,83,85.150002,82.349998,83.900002,83.900002,28433443
06-04-2022,83.75,85.300003,83.150002,84.550003,84.550003,10697018
07-04-2022,84.800003,85.25,82.25,82.5,82.5,9709022
08-04-2022,83.5,85.5,82.75,83.400002,83.400002,14851737
11-04-2022,83.150002,85.849998,83,84.449997,84.449997,17609808
12-04-2022,84.300003,84.300003,81,81.5,81.5,12913673
13-04-2022,82.5,88.300003,82.150002,83.900002,83.900002,52988189
18-04-2022,83.699997,84.400002,82.550003,82.900002,82.900002,14209908
19-04-2022,83.099998,83.900002,79.449997,80.449997,80.449997,13439870
20-04-2022,81.599998,82.300003,80,80.300003,80.300003,12797463
21-04-2022,81.099998,81.849998,80.650002,80.800003,80.800003,6780602
22-04-2022,80.699997,81.800003,80.199997,81.199997,81.199997,7211263
25-04-2022,80.5,81.599998,78.599998,78.75,78.75,16717052
26-04-2022,80.599998,80.900002,78.599998,79.599998,79.599998,9548939
27-04-2022,79.400002,79.599998,75.5,75.849998,75.849998,23626624
28-04-2022,77.349998,77.599998,73.5,73.849998,73.849998,21338831
29-04-2022,74.699997,74.849998,71.099998,71.75,71.75,24873682
02-05-2022,71.75,71.900002,68.75,69.5,69.5,18464589
04-05-2022,69.75,70,63.900002,64.449997,64.449997,43049544
05-05-2022,65.75,66.650002,60.5,61.150002,61.150002,40296393
06-05-2022,59.299999,62.299999,57.650002,60.5,60.5,47189321
09-05-2022,59.599998,60.400002,55.650002,56.75,56.75,38279098
10-05-2022,55.75,56.75,50.049999,52.450001,52.450001,45135581
11-05-2022,52,56.450001,50.299999,54.200001,54.200001,99812774
12-05-2022,53.799999,53.900002,51.049999,51.950001,51.950001,37338266
13-05-2022,53.299999,59.200001,52.25,56.849998,56.849998,79292212
16-05-2022,56.849998,57.700001,54.75,56.400002,56.400002,37036105
17-05-2022,56.099998,56.700001,55.150002,56.150002,56.150002,21460388
18-05-2022,56.099998,59.599998,55.849998,58.75,58.75,57728111
19-05-2022,56.5,56.849998,54.799999,55.349998,55.349998,31970099
20-05-2022,56.5,58.75,56.400002,58.049999,58.049999,32411623
23-05-2022,58.700001,60.5,56.599998,57.049999,57.049999,36830591
24-05-2022,57.950001,67.599998,57.900002,64.949997,64.949997,193577787
25-05-2022,65.699997,66.900002,60.650002,62.299999,62.299999,104446924
26-05-2022,61,62.5,59.599998,60.450001,60.450001,46556399
27-05-2022,63,63,61.5,62.049999,62.049999,32064280
30-05-2022,63.25,72.099998,62.599998,71.050003,71.050003,124103679
31-05-2022,68.5,77.699997,67.400002,74.650002,74.650002,184333915
01-06-2022,75.400002,79.800003,73.099998,74.699997,74.699997,127949782
02-06-2022,74.400002,74.400002,71.400002,71.949997,71.949997,47866809
03-06-2022,73.900002,74.849998,71.199997,72.150002,72.150002,35779760
06-06-2022,70,71.199997,69.199997,69.900002,69.900002,30078469
07-06-2022,69.699997,69.699997,64.75,65.400002,65.400002,41755337
08-06-2022,66,68.599998,64.099998,67.150002,67.150002,46697875
09-06-2022,66.199997,69.699997,65,68.699997,68.699997,47653877
10-06-2022,67.300003,69.699997,66.5,69,69,42040372
13-06-2022,67.5,68.300003,65.400002,67.5,67.5,34863276
14-06-2022,64.199997,70.75,64,70,70,66677006
15-06-2022,70.650002,71.900002,68.949997,70.199997,70.199997,33246369
16-06-2022,72,72,66.099998,67.199997,67.199997,41879881
17-06-2022,65.650002,69.400002,65.300003,67.050003,67.050003,33597224
20-06-2022,68,68,64.050003,65,65,27409011
21-06-2022,65.5,67.25,65.349998,66.050003,66.050003,22905677
22-06-2022,65.949997,68.599998,65,67.599998,67.599998,35026600
23-06-2022,67.050003,70,66.5,69.550003,69.550003,33785882
24-06-2022,71,71.849998,69.550003,70.5,70.5,23948418
27-06-2022,72.650002,72.699997,65,65.849998,65.849998,110751340
28-06-2022,65.699997,65.699997,59.650002,60.299999,60.299999,120959477
29-06-2022,58.75,61.450001,56.849998,57.299999,57.299999,96955320
30-06-2022,57.799999,59,53.349998,53.849998,53.849998,106893631
01-07-2022,54.150002,56.700001,52.549999,56.150002,56.150002,112078641
04-07-2022,54.5,55.799999,53.299999,54.299999,54.299999,56902459
05-07-2022,55.400002,55.900002,54.349998,55.450001,55.450001,51276627
06-07-2022,55.799999,55.799999,53.900002,54.349998,54.349998,32403447
07-07-2022,54.650002,55.150002,53.75,54.450001,54.450001,35759428
08-07-2022,55,55.299999,54.299999,54.799999,54.799999,21413556
11-07-2022,54.700001,56.5,54.200001,56.099998,56.099998,21739009
12-07-2022,55.900002,59.650002,55.5,59,59,57986568
13-07-2022,59,61.5,58,58.349998,58.349998,73383005
14-07-2022,58.400002,59,55.299999,55.650002,55.650002,43024089
15-07-2022,56.200001,56.200001,53.349998,53.900002,53.900002,47995067
18-07-2022,54.700001,55.099998,52.849998,53.599998,53.599998,47689463
19-07-2022,53.650002,54.400002,53.299999,53.950001,53.950001,35427093
20-07-2022,54.5,54.5,53.200001,53.400002,53.400002,37683099
21-07-2022,53.349998,54.450001,52.700001,53.5,53.5,29402446
22-07-2022,53.75,54,52.900002,53.650002,53.650002,27302087
25-07-2022,52.5,52.5,46,47.599998,47.599998,232841112
26-07-2022,46.599998,46.650002,41.200001,41.650002,41.650002,412304737
27-07-2022,40.849998,44.400002,40.599998,43.950001,43.950001,411205172
